NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GO_DIGESTION	GO_DIGESTION	Details ...	29	-0.7521209	-2.9199324	0.0	0.0	0.0	206	tags=72%, list=16%, signal=84%	
GO_LIPID_CATABOLIC_PROCESS	GO_LIPID_CATABOLIC_PROCESS	Details ...	36	-0.6569497	-2.7404454	0.0	0.0	0.0	132	tags=39%, list=10%, signal=42%	
GO_ORGANIC_ANION_TRANSPORT	GO_ORGANIC_ANION_TRANSPORT	Details ...	58	-0.59025764	-2.7356007	0.0	0.0	0.0	211	tags=45%, list=17%, signal=51%	
GO_CELLULAR_LIPID_CATABOLIC_PROCESS	GO_CELLULAR_LIPID_CATABOLIC_PROCESS	Details ...	27	-0.6943279	-2.6438937	0.0	0.0	0.0	93	tags=37%, list=7%, signal=39%	
GO_LIPID_LOCALIZATION	GO_LIPID_LOCALIZATION	Details ...	41	-0.5997367	-2.5969195	0.0	0.0	0.0	111	tags=37%, list=9%, signal=39%	
GO_SMALL_MOLECULE_METABOLIC_PROCESS	GO_SMALL_MOLECULE_METABOLIC_PROCESS	Details ...	200	-0.44657055	-2.5912843	0.0	0.0	0.0	252	tags=39%, list=20%, signal=40%	
GO_ANION_TRANSPORT	GO_ANION_TRANSPORT	Details ...	71	-0.53601825	-2.5511866	0.0	0.0	0.0	211	tags=42%, list=17%, signal=48%	
GO_SINGLE_ORGANISM_CATABOLIC_PROCESS	GO_SINGLE_ORGANISM_CATABOLIC_PROCESS	Details ...	114	-0.48416418	-2.5506535	0.0	0.0	0.0	207	tags=34%, list=16%, signal=37%	
GO_TERPENOID_METABOLIC_PROCESS	GO_TERPENOID_METABOLIC_PROCESS	Details ...	19	-0.71183187	-2.4932506	0.0	0.0	0.0	76	tags=42%, list=6%, signal=44%	
GO_CELLULAR_LIPID_METABOLIC_PROCESS	GO_CELLULAR_LIPID_METABOLIC_PROCESS	Details ...	110	-0.47525725	-2.472822	0.0	0.0	0.0	331	tags=49%, list=26%, signal=61%	
GO_SODIUM_ION_TRANSPORT	GO_SODIUM_ION_TRANSPORT	Details ...	20	-0.68152446	-2.4657109	0.0	0.0	0.0	123	tags=50%, list=10%, signal=54%	
GO_ISOPRENOID_METABOLIC_PROCESS	GO_ISOPRENOID_METABOLIC_PROCESS	Details ...	22	-0.67862964	-2.463733	0.0	0.0	0.0	76	tags=36%, list=6%, signal=38%	
GO_ORGANIC_ACID_TRANSPORT	GO_ORGANIC_ACID_TRANSPORT	Details ...	41	-0.5890935	-2.451573	0.0	0.0	0.0	278	tags=59%, list=22%, signal=73%	
GO_NEUTRAL_LIPID_METABOLIC_PROCESS	GO_NEUTRAL_LIPID_METABOLIC_PROCESS	Details ...	21	-0.68780845	-2.4490037	0.0	0.0	0.0	267	tags=71%, list=21%, signal=89%	
GO_LIPID_METABOLIC_PROCESS	GO_LIPID_METABOLIC_PROCESS	Details ...	135	-0.44082433	-2.3864074	0.0	2.5158556E-4	0.004	332	tags=47%, list=26%, signal=57%	
